occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,abund_value,abund_unit,collection_name,collection_subset,collection_aka
1124500,occ,,,142450,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Eastonian,,456.1,449.5,46244,,,"Omulev Mnt. area, Kanyon Fm., Mirny Creek section, Unit B8",,
1124502,occ,,,142450,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Eastonian,,456.1,449.5,46244,,,"Omulev Mnt. area, Kanyon Fm., Mirny Creek section, Unit B8",,
1124517,occ,,,142452,,Belodina compressa,species,337063,,Belodina compressa,species,337062,Bolindian,,449.5,443.7,46244,,,"Omulev Mnt. area, Padun Fm., Mirny Creek section, Unit I-30, Sample SIB79-22",,
1124518,occ,,,142452,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Bolindian,,449.5,443.7,46244,,,"Omulev Mnt. area, Padun Fm., Mirny Creek section, Unit I-30, Sample SIB79-22",,
1124519,occ,,,142454,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Bolindian,,449.5,443.7,46244,,,"Omulev Mnt. area, Padun Fm., Mirny Creek section, Unit K-44, Sample SIB79-24",,
1124520,occ,,,142455,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area, Tirekhtyakh Fm, Mirny Creek section, Unit M-54, samp SIB79-26",,
1124521,occ,,,142456,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area, Tirekhtyakh Fm, Mirny Creek section, Unit N-57, samp SIB79-27",,
1124578,occ,,,142463,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-66, Sample SIB79-39",,
1124579,occ,,,142465,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Hirnantian,,445.2,443.4,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit Q-67, Sample SIB79-40",,Reef 996
1124580,occ,,,142469,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-74, Sample SIB79-46",,
1124581,occ,,,142470,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-76, Sample SIB79-47",,
1124582,occ,,,142471,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32a",,
1124583,occ,,,142472,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32b",,
1124584,occ,,,142473,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32c",,
1124585,occ,,,142501,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-78, Sample SIB79-36a",,
1124586,occ,,,142502,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-78, Sample SIB79-36b",,
1124650,occ,,,142457,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit O-60, Sample SIB79-28",,
1124651,occ,,,142459,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit O-64, Sample SIB79-29",,
1124652,occ,,,142460,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-65, Sample SIB79-37",,
1124653,occ,,,142462,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-65, Sample SIB79-38",,
1124654,occ,,,142463,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-66, Sample SIB79-39",,
1124655,occ,,,142467,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Hirnantian,,445.2,443.4,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit Q-70, Sample SIB79-42",,Reef 996
1124656,occ,,,142469,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-74, Sample SIB79-46",,
1124657,occ,,,142470,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-76, Sample SIB79-47",,
1124658,occ,,,142471,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32a",,
1124659,occ,,,142473,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32c",,
1124660,occ,,,142501,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-78, Sample SIB79-36a",,
1124661,occ,,,142457,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit O-60, Sample SIB79-28",,
1124662,occ,,,142459,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit O-64, Sample SIB79-29",,
1124663,occ,,,142460,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-65, Sample SIB79-37",,
1124664,occ,,,142462,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-65, Sample SIB79-38",,
1124665,occ,,,142463,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-66, Sample SIB79-39",,
1124666,occ,,,142465,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Hirnantian,,445.2,443.4,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit Q-67, Sample SIB79-40",,Reef 996
1124673,occ,,,142465,,Protopanderodus liripipus,species,351272,,Protopanderodus liripipus,species,351272,Hirnantian,,445.2,443.4,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit Q-67, Sample SIB79-40",,Reef 996
1124679,occ,,,142460,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-65, Sample SIB79-37",,
1124680,occ,,,142463,,Eocarniodus gracilis,species,351267,,Eocarniodus gracilis,species,351266,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-66, Sample SIB79-39",,
1124684,occ,,,142463,,Scabbardella altipes,species,351268,,Scabbardella altipes,species,346744,Ashgillian,,449.5,443.7,46244,,,"Omulev Mnt. area,Tirekhtyakh Fm, Mirny Creek section, Unit P-66, Sample SIB79-39",,
1124688,occ,,,142469,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-74, Sample SIB79-46",,
1124689,occ,,,142472,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32b",,
1124690,occ,,,142469,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-74, Sample SIB79-46",,
1124691,occ,,,142470,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-76, Sample SIB79-47",,
1124692,occ,,,142472,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32b",,
1124693,occ,,,142473,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32c",,
1124694,occ,,,142501,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-78, Sample SIB79-36a",,
1124695,occ,,,142502,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-78, Sample SIB79-36b",,
1124696,occ,,,142504,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-79, Sample SIB79-48",,
1124697,occ,,,142469,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-74, Sample SIB79-46",,
1124698,occ,,,142470,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-76, Sample SIB79-47",,
1124702,occ,,,142469,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-74, Sample SIB79-46",,
1124703,occ,,,142470,,Oulodus panuarensis,species,393012,,Oulodus panuarensis,species,393012,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-76, Sample SIB79-47",,
1124713,occ,,,142470,,Pseudooneotodus beckmanni,species,344869,,Pseudooneotodus beckmanni,species,344868,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-76, Sample SIB79-47",,
1124714,occ,,,142470,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-76, Sample SIB79-47",,
1124715,occ,,,142472,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit R-77, Sample SIB79-32b",,
1124716,occ,,,142502,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-78, Sample SIB79-36b",,
1124717,occ,,,142504,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-79, Sample SIB79-48",,
1124718,occ,,,142504,,Pterospathodus amorphognathoides,species,344872,,Pterospathodus amorphognathoides,species,344872,Rhuddanian,,443.4,440.8,46244,,,"Omulev Mnt. area,Maut Fm, Mirny Creek section, Unit S-79, Sample SIB79-48",,
1124732,occ,,,142516,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,8,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C30",,
1124734,occ,,,142517,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C31",,
1124735,occ,,,142518,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,11,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C32",,
1124736,occ,,,142520,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,13,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C34",,
1124737,occ,,,142522,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C36",,
1124738,occ,,,142523,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C37",,
1124739,occ,,,142524,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,11,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C38",,
1124740,occ,,,142525,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,46270,3,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C39",,
1124741,occ,,,142516,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C30",,
1124742,occ,,,142517,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C31",,
1124743,occ,,,142518,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,65,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C32",,
1124744,occ,,,142520,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,50,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C34",,
1124745,occ,,,142521,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,6,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C354",,
1124746,occ,,,142522,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C36",,
1124747,occ,,,142523,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,19,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C37",,
1124748,occ,,,142524,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,56,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C38",,
1124749,occ,,,142525,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,46270,4,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C39",,
1124750,occ,,,142516,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,5,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C30",,
1124751,occ,,,142517,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C31",,
1124752,occ,,,142518,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,15,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C32",,
1124753,occ,,,142520,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,29,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C34",,
1124754,occ,,,142521,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C354",,
1124755,occ,,,142522,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C36",,
1124756,occ,,,142523,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,8,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C37",,
1124757,occ,,,142524,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,46270,9,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C38",,
1124758,occ,,,142517,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,46270,1,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C31",,
1124759,occ,,,142519,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,46270,2,specimens,"Anticosti Island, base of Becscie Fm, east side of Baie Ellis, section 0, C33",,
